stock_code,rcept_dt,timing,weekday,news,after_dummy,bad_dummy,bad_severity,fri_dummy,is_kosdaq,log_marcap,roa,debt_ratio,past_after_ratio,p_after_hat,CAR_m1_p1
000210,20240801,Intraday,3,Bad News,0,1,0.17142160873122247,0,0,27.858361808190946,0.0075657452407317,1.6191136194918745,0.85,0.8010757012361127,-0.01900031390221324
000210,20241101,After-hours,4,Bad News,1,1,0.14989180899560933,1,0,27.858361808190946,0.0075657452407317,1.6191136194918745,0.8095238095238095,0.768834325539603,-0.08402397790014215
000210,20250206,After-hours,3,Bad News,1,1,1.1845911794263497,0,0,27.858361808190946,-0.0079048723627729,1.4755043366438585,0.8181818181818182,0.7874957096744607,0.022988981077380632
000210,20250509,Intraday,4,Good News,0,0,0.0,1,0,27.858361808190946,-0.0079048723627729,1.4755043366438585,0.8260869565217391,0.6836959079640827,0.09046638287122656
000210,20250731,After-hours,3,Bad News,1,1,0.31628904729813107,0,0,27.858361808190946,-0.0079048723627729,1.4755043366438585,0.7916666666666666,0.7701920209161554,-0.06807811454654862
000210,20251107,Intraday,4,Good News,0,0,0.0,1,0,27.858361808190946,-0.0079048723627729,1.4755043366438585,0.8,0.6654117866621653,0.06842246114614062
000230,20190430,Intraday,1,Good News,0,0,0.0,0,0,25.26958866834262,-0.0495948857666954,1.5089972730029817,0.0,0.17253697622242176,0.021462466877669638
000230,20190730,Intraday,1,Bad News,0,1,0.7541396688264939,0,0,25.26958866834262,-0.0495948857666954,1.5089972730029817,0.0,0.25484919074916,0.01796389366251518
000230,20191030,After-hours,2,Bad News,1,1,0.13323572474377746,0,0,25.26958866834262,-0.0495948857666954,1.5089972730029817,0.0,0.2527056824514315,0.02579649401859991
000230,20200214,After-hours,4,Good News,1,0,0.0,1,0,25.26958866834262,-0.0391187341545332,1.6157611966187089,0.3333333333333333,0.3624001009433356,0.0010082074229687855
000230,20200813,Intraday,3,Good News,0,0,0.0,0,0,25.26958866834262,-0.0391187341545332,1.6157611966187089,0.5,0.5072246405440359,0.034375244234478304
000230,20201112,After-hours,3,Bad News,1,1,1.6300899262402748,0,0,25.26958866834262,-0.0391187341545332,1.6157611966187089,0.4,0.5548722173041739,-0.04098522012927641
000230,20210219,After-hours,4,Bad News,1,1,0.47787042976266836,1,0,25.26958866834262,-0.1462873972389027,4.022169932928747,0.5,0.6123159145533994,-0.040177306071507206
000230,20210428,After-hours,2,Bad News,1,1,1.3371310763888888,0,0,25.26958866834262,-0.1462873972389027,4.022169932928747,0.5714285714285714,0.6818875690120825,-0.05496718740989562
000230,20210729,After-hours,3,Good News,1,0,0.0,0,0,25.26958866834262,-0.1462873972389027,4.022169932928747,0.625,0.6054112582450495,0.007653422102653769
000230,20211103,After-hours,2,Bad News,1,1,0.3425706348668609,0,0,25.26958866834262,-0.1462873972389027,4.022169932928747,0.6666666666666666,0.7404778679914513,0.0009808743329023885
000230,20220217,After-hours,3,Bad News,1,1,0.36431995962654556,0,0,25.26958866834262,-0.2254974083608028,4.100841166315495,0.7,0.7604765235035147,0.007213705605321485
000230,20220426,After-hours,1,Good News,1,0,0.0,0,0,25.26958866834262,-0.2254974083608028,4.100841166315495,0.7272727272727273,0.6801915292333252,-0.14830991506361202
000230,20220727,After-hours,2,Bad News,1,1,0.8194239527872218,0,0,25.26958866834262,-0.2254974083608028,4.100841166315495,0.75,0.7897228425404825,0.028775026437349756
000230,20221024,After-hours,0,Good News,1,0,0.0,0,0,25.26958866834262,-0.2254974083608028,4.100841166315495,0.7692307692307693,0.7086088242484849,-0.014438852690972774
000230,20230209,After-hours,3,Bad News,1,1,0.1473182073278281,0,0,25.26958866834262,-0.1354473119673216,4.161798135728072,0.7857142857142857,0.8061288654260248,-0.06035854532511184
000230,20230510,After-hours,2,Good News,1,0,0.0,0,0,25.26958866834262,-0.1354473119673216,4.161798135728072,0.8,0.7284737218409157,0.009196349234302598
000230,20230809,Intraday,2,Bad News,0,1,0.23281847810684428,0,0,25.26958866834262,-0.1354473119673216,4.161798135728072,0.8125,0.8193786687496077,-0.0086143776325538
000230,20240208,After-hours,3,Good News,1,0,0.0,0,0,25.26958866834262,0.0650322778265754,2.364991056453581,0.7647058823529411,0.7056163197829468,-0.0027895093492501886
000230,20240509,After-hours,3,Good News,1,0,0.0,0,0,25.26958866834262,0.0650322778265754,2.364991056453581,0.7777777777777778,0.7142121419670225,-0.005403002098226058
000230,20240731,After-hours,2,Good News,1,0,0.0,0,0,25.26958866834262,0.0650322778265754,2.364991056453581,0.7894736842105263,0.7217741076576492,-0.008319374684140455
000230,20241030,After-hours,2,Bad News,1,1,0.7857142857142857,0,0,25.26958866834262,0.0650322778265754,2.364991056453581,0.8,0.8149206985936022,0.006417206731328767
000230,20250207,After-hours,4,Good News,1,0,0.0,1,0,25.26958866834262,0.0268703821720531,1.3232300542631203,0.8095238095238095,0.7222520630806881,-0.02178782765326169
